"","states2","states3","states4"
"996",1,3,2
"997",1,3,2
"998",1,3,2
"999",1,3,2
"1000",1,3,1
"1001",1,3,1
"1002",1,1,1
"1003",1,1,1
"1004",1,3,2
"1005",1,3,2
"1006",1,3,1
"1007",2,2,3
"1008",2,2,4
"1009",1,1,1
"1010",1,3,2
"1011",2,2,3
"1012",2,2,3
"1013",2,2,3
"1014",2,2,3
"1015",2,2,4
"1016",2,2,4
"1017",2,2,4
"1018",2,2,4
"1019",2,2,4
"1020",1,1,1
"1021",1,3,2
"1022",1,3,2
"1023",1,3,2
"1024",1,3,2
"1025",2,2,4
"1026",2,2,4
"1027",2,2,4
"1028",2,2,4
"1029",2,1,4
"1030",1,1,1
"1031",1,1,1
"1032",2,2,3
"1033",2,2,3
"1034",2,2,3
"1035",2,2,3
"1036",2,2,3
"1037",2,2,3
"1038",2,2,4
"1039",1,1,1
"1040",1,1,1
"1041",1,1,1
"1042",1,1,1
"1043",1,1,1
"1044",2,1,1
"1045",2,2,3
"1046",1,1,4
"1047",1,1,1
"1048",1,1,1
"1049",1,1,1
"1050",1,3,2
"1051",1,2,4
"1052",1,2,4
"1053",1,1,1
"1054",1,1,1
"1055",1,1,1
"1056",1,1,1
"1057",1,1,1
"1058",1,3,1
"1059",2,2,3
"1060",2,2,3
"1061",2,2,4
"1062",1,1,1
"1063",1,1,1
"1064",1,1,1
"1065",1,1,1
"1066",2,2,4
"1067",2,2,4
"1068",2,2,4
"1069",2,2,4
"1070",2,2,4
"1071",2,2,4
"1072",2,2,4
"1073",2,2,4
"1074",2,2,4
"1075",2,2,4
"1076",2,1,4
"1077",1,1,1
"1078",1,1,1
"1079",1,1,1
"1080",1,1,1
"1081",1,1,1
"1082",1,1,1
"1083",1,1,1
"1084",1,1,1
"1085",1,1,1
"1086",1,1,1
"1087",1,1,1
"1088",1,1,1
"1089",1,1,1
"1090",2,1,4
"1091",2,2,4
"1092",2,2,4
"1093",2,2,4
"1094",1,1,1
"1095",1,1,1
"1096",1,1,1
"1097",1,1,1
"1098",1,1,1
"1099",1,1,1
"1100",1,1,1
"1101",1,1,1
"1102",1,1,1
"1103",1,1,1
"1104",1,1,1
"1105",1,1,1
"1106",1,1,1
"1107",1,1,1
"1108",1,1,1
"1109",1,1,1
"1110",1,1,1
"1111",1,1,1
"1112",1,3,1
"1113",1,3,2
"1114",1,3,2
"1115",1,3,2
"1116",1,3,2
"1117",1,3,2
"1118",1,3,2
"1119",1,3,2
"1120",1,3,2
"1121",2,2,4
"1122",2,2,1
